date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,odds_bucket,zone,bet_amount,bet_won,profit,actual_winner
2025-01-23,eastern-kentucky_vs_stetson_20250123,Team A,Team B,A,Team A,-750.0,0.894621,0.8823529411764706,0.012268058823529437,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2024-11-30,eastern-michigan_vs_detroit mercy_20241130,Team A,Team B,A,Team A,-340.0,0.78843415,0.7727272727272727,0.015706877272727238,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-04,eastern-michigan_vs_northern illinois_20250104,Team A,Team B,A,Team A,-315.0,0.7992664,0.7590361445783133,0.04023025542168679,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.746031746031743,A
2025-01-13,elon_vs_campbell_20250113,Team A,Team B,A,Team A,-340.0,0.8575231,0.7727272727272727,0.08479582727272728,0.080-0.085,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.41176470588236,A
2025-02-26,evansville_vs_drake_20250226,Team A,Team B,B,Team B,-425.0,0.86500135,0.8095238095238095,0.05547754047619047,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.529411764705888,B
2025-02-15,florida_vs_south carolina_20250215,Team A,Team B,A,Team A,-900.0,0.92943347,0.9,0.02943346999999996,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,11.111111111111116,A
2025-03-01,florida_vs_texas a&m_20250301,Team A,Team B,A,Team A,-440.0,0.8297586,0.8148148148148148,0.014943785185185243,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-02-20,florida-atlantic_vs_wichita state_20250220,Team A,Team B,A,Team A,-330.0,0.8015214,0.7674418604651163,0.03407953953488374,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-11,florida-gulf-coast_vs_central arkansas_20250111,Team A,Team B,A,Team A,-750.0,0.9055378,0.8823529411764706,0.023184858823529386,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.33333333333333,A
2025-02-24,florida-gulf-coast_vs_north florida_20250224,Team A,Team B,A,Team A,-359.0,0.8069013,0.7821350762527233,0.024766223747276772,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.85515320334262,A
2025-01-04,florida-state_vs_syracuse_20250104,Team A,Team B,A,Team A,-416.0,0.8614385,0.8062015503875969,0.05523694961240311,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.03846153846154,A
2025-02-19,florida-state_vs_miami (fl)_20250219,Team A,Team B,A,Team A,-434.0,0.83596843,0.8127340823970037,0.023234347602996253,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.041474654377893,A
2025-01-08,george-mason_vs_richmond_20250108,Team A,Team B,A,Team A,-950.0,0.93310726,0.9047619047619048,0.028345355238095227,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,10.526315789473673,A
2025-01-11,george-mason_vs_massachusetts_20250111,Team A,Team B,A,Team A,-725.0,0.89944786,0.8787878787878788,0.020659981212121203,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.793103448275868,A
2025-01-18,george-mason_vs_george washington_20250118,Team A,Team B,A,Team A,-400.0,0.83212006,0.8,0.032120060000000006,0.030-0.035,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.0,A
2025-02-08,george-mason_vs_rhode island_20250208,Team A,Team B,A,Team A,-415.0,0.8464652,0.8058252427184466,0.04063995728155345,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,24.09638554216866,A
2025-02-26,george-mason_vs_fordham_20250226,Team A,Team B,A,Team A,-850.0,0.92088735,0.8947368421052632,0.02615050789473683,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,11.764705882352944,A
2025-03-19,george-mason_vs_samford_20250319,Team A,Team B,A,Team A,-310.0,0.77695245,0.7560975609756098,0.020854889024390255,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-02-08,georgetown_vs_seton hall_20250208,Team A,Team B,A,Team A,-650.0,0.88410413,0.8666666666666667,0.017437463333333292,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2025-01-29,george-washington_vs_richmond_20250129,Team A,Team B,A,Team A,-395.0,0.82079256,0.797979797979798,0.022812762020201993,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,25.31645569620253,A
2025-01-28,georgia_vs_south carolina_20250128,Team A,Team B,A,Team A,-337.0,0.79666626,0.7711670480549199,0.02549921194508009,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.67359050445104,A
2025-01-04,georgia-tech_vs_boston college_20250104,Team A,Team B,A,Team A,-320.0,0.7871967,0.7619047619047619,0.02529193809523811,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.25,A
2024-12-22,grand-canyon_vs_saint louis_20241222,Team A,Team B,A,Team A,-500.0,0.85194296,0.8333333333333334,0.018609626666666657,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-02-27,grand-canyon_vs_ut arlington_20250227,Team A,Team B,A,Team A,-750.0,0.89834625,0.8823529411764706,0.01599330882352945,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.33333333333333,A
2025-03-12,grand-canyon_vs_ut arlington_20250312,Team A,Team B,A,Team A,-440.0,0.8527277,0.8148148148148148,0.03791288518518521,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-02-24,hampton_vs_stony brook_20250224,Team A,Team B,A,Team A,-420.0,0.8336983,0.8076923076923077,0.026005992307692294,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,23.809523809523814,A
2024-11-24,high-point_vs_missouri state_20241124,Team A,Team B,A,Team A,-330.0,0.8482724,0.7674418604651163,0.08083053953488373,0.080-0.085,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-08,idaho_vs_sacramento state_20250208,Team A,Team B,A,Team A,-350.0,0.8269443,0.7777777777777778,0.049166522222222175,0.045-0.050,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.57142857142856,A
2025-01-08,illinois_vs_penn state_20250108,Team A,Team B,A,Team A,-330.0,0.8217693,0.7674418604651163,0.054327439534883726,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,30.303030303030297,A
2025-01-26,illinois_vs_northwestern_20250126,Team A,Team B,A,Team A,-360.0,0.86840975,0.782608695652174,0.08580105434782603,0.085-0.090,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,27.777777777777768,A
2025-02-02,illinois_vs_ohio state_20250202,Team A,Team B,A,Team A,-305.0,0.8399647,0.7530864197530864,0.08687828024691358,0.085-0.090,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.78688524590163,A
2025-02-01,illinois-chicago_vs_indiana state_20250201,Team A,Team B,A,Team A,-355.0,0.861055,0.7802197802197802,0.08083521978021979,0.080-0.085,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-05,illinois-state_vs_southern illinois_20250105,Team A,Team B,A,Team A,-344.0,0.8394479,0.7747747747747747,0.06467312522522528,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.06976744186047,A
2025-01-18,illinois-state_vs_missouri state_20250118,Team A,Team B,A,Team A,-447.0,0.83974016,0.8171846435100548,0.022555516489945138,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,22.37136465324385,A
2025-01-21,illinois-state_vs_indiana state_20250121,Team A,Team B,A,Team A,-310.0,0.79824257,0.7560975609756098,0.04214500902439022,0.040-0.045,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-02-01,illinois-state_vs_valparaiso_20250201,Team A,Team B,A,Team A,-353.0,0.79926807,0.7792494481236203,0.020018621876379705,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.32861189801701,A
2025-01-18,indiana-state_vs_drake_20250118,Team A,Team B,B,Team B,-340.0,0.83670811,0.7727272727272727,0.0639808372727273,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,29.41176470588236,B
2025-01-27,jackson-state_vs_florida a&m_20250127,Team A,Team B,A,Team A,-410.0,0.8207395,0.803921568627451,0.016817931372548944,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-01,jacksonville_vs_north florida_20250201,Team A,Team B,A,Team A,-325.0,0.8332495,0.7647058823529411,0.06854361764705885,0.065-0.070,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-30,jacksonville-state_vs_florida international_20250130,Team A,Team B,A,Team A,-310.0,0.7716412,0.7560975609756098,0.015543639024390266,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,32.258064516129025,A
2024-11-25,kansas-state_vs_longwood_20241125,Team A,Team B,A,Team A,-543.0,0.8688198,0.8444790046656299,0.02434079533437017,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,18.416206261510126,A
2024-12-14,kentucky_vs_louisville_20241214,Team A,Team B,A,Team A,-591.0,0.8775183,0.8552821997105644,0.022236100289435567,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,16.92047377326564,A
2024-12-21,kentucky_vs_ohio state_20241221,Team A,Team B,A,Team A,-375.0,0.8440187,0.7894736842105263,0.05454501578947368,0.050-0.055,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-01,kentucky_vs_arkansas_20250201,Team A,Team B,A,Team A,-442.0,0.87242335,0.8154981549815498,0.05692519501845028,0.055-0.060,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-02-08,kentucky_vs_south carolina_20250208,Team A,Team B,A,Team A,-650.0,0.8937285,0.8666666666666667,0.02706183333333334,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.384615384615374,A
2024-11-23,la-salle_vs_stetson_20241123,Team A,Team B,A,Team A,-738.0,0.9096957,0.8806682577565632,0.029027442243436785,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,13.55013550135502,A
2024-12-21,liberty_vs_ut arlington_20241221,Team A,Team B,A,Team A,-500.0,0.84427685,0.8333333333333334,0.010943516666666597,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-02-06,liberty_vs_louisiana tech_20250206,Team A,Team B,A,Team A,-319.0,0.7749639,0.7613365155131265,0.013627384486873506,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,31.34796238244515,A
2025-02-08,liberty_vs_sam houston state_20250208,Team A,Team B,A,Team A,-606.0,0.92111975,0.8583569405099151,0.06276280949008495,0.060-0.065,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,16.5016501650165,A
2025-03-02,liberty_vs_kennesaw state_20250302,Team A,Team B,A,Team A,-410.0,0.8293616,0.803921568627451,0.02544003137254902,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-30,lipscomb_vs_eastern kentucky_20250130,Team A,Team B,A,Team A,-559.0,0.87724924,0.8482549317147192,0.028994308285280823,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,B
2025-01-20,long-island-university_vs_mercyhurst_20250120,Team A,Team B,A,Team A,-350.0,0.7976255,0.7777777777777778,0.019847722222222197,0.015-0.020,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,28.57142857142856,A
2025-01-25,louisiana-monroe_vs_appalachian state_20250125,Team A,Team B,B,Team B,-632.0,0.89255352,0.8633879781420765,0.029165541857923527,0.025-0.030,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,15.822784810126578,B
2025-01-28,louisville_vs_wake forest_20250128,Team A,Team B,A,Team A,-485.0,0.8642223,0.8290598290598291,0.03516247094017089,0.035-0.040,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,20.618556701030922,A
2024-12-07,loyola-marymount_vs_nevada_20241207,Team A,Team B,B,Team B,-345.0,0.80022952,0.7752808988764045,0.024948621123595527,0.020-0.025,Heavy Favorite (<-300),Heavy Favorite (<-300),100,False,-100.0,A
2025-01-30,loyola-marymount_vs_portland_20250130,Team A,Team B,A,Team A,-789.0,0.90118563,0.8875140607424072,0.01367156925759272,0.010-0.015,Heavy Favorite (<-300),Heavy Favorite (<-300),100,True,12.6742712294043,A
