date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,zone,bet_amount,bet_won,profit,actual_winner
2025-01-11,alcorn-state_vs_alabama a&m_20250111,Team A,Team B,B,Team B,147.0,0.42380977,0.4048582995951417,0.018951470404858284,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-13,alcorn-state_vs_bethune-cookman_20250313,Team A,Team B,A,Team A,140.0,0.42144322,0.4166666666666667,0.004776553333333322,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-11-22,american_vs_kansas city_20241122,Team A,Team B,A,Team A,150.0,0.4057556,0.4,0.005755599999999972,0.005-0.010,Slight Underdog (+110 to +150),100,True,150.0,A
2025-02-10,american_vs_lafayette_20250210,Team A,Team B,B,Team B,136.0,0.4290098,0.423728813559322,0.005280986440677982,0.005-0.010,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-09,american_vs_colgate_20250309,Team A,Team B,B,Team B,136.0,0.43552643,0.423728813559322,0.011797616440678005,0.010-0.015,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-20,appalachian-state_vs_georgia southern_20250220,Team A,Team B,A,Team A,-410.0,0.80744576,0.803921568627451,0.0035241913725490015,0.000-0.005,Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-03-04,arizona_vs_arizona state_20250304,Team A,Team B,A,Team A,-2400.0,0.9615189,0.96,0.0015188999999999897,0.000-0.005,Heavy Favorite (<-300),100,True,4.166666666666674,A
2024-12-03,arizona-state_vs_san diego_20241203,Team A,Team B,A,Team A,-3200.0,0.9715817,0.9696969696969697,0.0018847303030302687,0.000-0.005,Heavy Favorite (<-300),100,True,3.125,A
2024-12-14,arizona-state_vs_florida_20241214,Team A,Team B,B,Team B,-318.0,0.76086093,0.7607655502392344,9.53797607655682e-05,0.000-0.005,Heavy Favorite (<-300),100,True,31.446540880503136,B
2025-02-04,arizona-state_vs_kansas state_20250204,Team A,Team B,B,Team B,142.0,0.4296993,0.4132231404958678,0.016476159504132226,0.015-0.020,Slight Underdog (+110 to +150),100,True,142.0,B
2024-11-22,arkansas_vs_little rock_20241122,Team A,Team B,A,Team A,-2500.0,0.96820974,0.9615384615384616,0.006671278461538477,0.005-0.010,Heavy Favorite (<-300),100,True,4.0000000000000036,A
2024-12-10,arkansas_vs_michigan_20241210,Team A,Team B,A,Team A,145.0,0.42751017,0.40816326530612246,0.019346904693877565,0.015-0.020,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2024-12-30,arkansas_vs_oakland_20241230,Team A,Team B,A,Team A,-1800.0,0.9538911,0.9473684210526315,0.006522678947368465,0.005-0.010,Heavy Favorite (<-300),100,True,5.555555555555558,A
2024-12-15,arkansas-little-rock_vs_illinoisâchicago_20241215,Team A,Team B,B,Team B,113.0,0.46972936,0.4694835680751174,0.00024579192488261015,0.000-0.005,Slight Underdog (+110 to +150),100,True,112.99999999999999,B
2025-03-07,arkansas-little-rock_vs_southeast missouri state_20250307,Team A,Team B,A,Team A,139.0,0.43165734,0.41841004184100417,0.013247298158995835,0.010-0.015,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-11-29,arkansas-state_vs_indiana state_20241129,Team A,Team B,A,Team A,-404.0,0.80507207,0.8015873015873016,0.0034847684126984024,0.000-0.005,Heavy Favorite (<-300),100,True,24.752475247524753,A
2024-12-12,arkansas-state_vs_ut arlington_20241212,Team A,Team B,A,Team A,-360.0,0.79627174,0.782608695652174,0.013663044347826059,0.010-0.015,Heavy Favorite (<-300),100,True,27.777777777777768,A
2025-03-08,arkansas-state_vs_marshall_20250308,Team A,Team B,A,Team A,-360.0,0.7981891,0.782608695652174,0.015580404347826038,0.015-0.020,Heavy Favorite (<-300),100,True,27.777777777777768,A
2024-12-08,army_vs_cornell_20241208,Team A,Team B,A,Team A,150.0,0.41023967,0.4,0.010239669999999979,0.010-0.015,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-12-29,army_vs_utsa_20241229,Team A,Team B,A,Team A,124.0,0.44895464,0.44642857142857145,0.0025260685714285636,0.000-0.005,Slight Underdog (+110 to +150),100,True,124.00000000000003,A
2025-03-24,army_vs_florida gulf coast_20250324,Team A,Team B,B,Team B,-600.0,0.86144419,0.8571428571428571,0.004301332857142959,0.000-0.005,Heavy Favorite (<-300),100,True,16.666666666666675,B
2025-01-25,auburn_vs_tennessee_20250125,Team A,Team B,A,Team A,-310.0,0.7650758,0.7560975609756098,0.008978239024390211,0.005-0.010,Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-03-08,auburn_vs_alabama_20250308,Team A,Team B,A,Team A,-318.0,0.7696064,0.7607655502392344,0.008840849760765601,0.005-0.010,Heavy Favorite (<-300),100,False,-100.0,B
2025-03-28,auburn_vs_michigan_20250328,Team A,Team B,A,Team A,-445.0,0.8260673,0.8165137614678899,0.00955353853211005,0.005-0.010,Heavy Favorite (<-300),100,True,22.47191011235956,A
2025-01-30,austin-peay_vs_bellarmine_20250130,Team A,Team B,A,Team A,-418.0,0.82629704,0.806949806949807,0.019347233050193036,0.015-0.020,Heavy Favorite (<-300),100,True,23.923444976076546,A
2025-02-08,austin-peay_vs_central arkansas_20250208,Team A,Team B,A,Team A,-469.0,0.8372943,0.8242530755711776,0.013041224428822495,0.010-0.015,Heavy Favorite (<-300),100,True,21.32196162046909,A
2025-02-15,austin-peay_vs_stetson_20250215,Team A,Team B,A,Team A,-537.0,0.8460624,0.8430141287284144,0.0030482712715855786,0.000-0.005,Heavy Favorite (<-300),100,True,18.621973929236503,A
2025-03-02,austin-peay_vs_north florida_20250302,Team A,Team B,A,Team A,150.0,0.40043214,0.4,0.00043213999999996977,0.000-0.005,Slight Underdog (+110 to +150),100,True,150.0,A
2025-02-08,ball-state_vs_southern mississippi_20250208,Team A,Team B,B,Team B,135.0,0.4434774,0.425531914893617,0.017945485106382997,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-15,ball-state_vs_northern illinois_20250215,Team A,Team B,A,Team A,-474.0,0.8296618,0.8257839721254355,0.0038778278745644768,0.000-0.005,Heavy Favorite (<-300),100,True,21.09704641350212,A
2025-02-25,ball-state_vs_akron_20250225,Team A,Team B,B,Team B,-315.0,0.76585604,0.7590361445783133,0.006819895421686706,0.005-0.010,Heavy Favorite (<-300),100,True,31.746031746031743,B
2025-02-15,baylor_vs_west virginia_20250215,Team A,Team B,A,Team A,-415.0,0.81248194,0.8058252427184466,0.006656697281553381,0.005-0.010,Heavy Favorite (<-300),100,True,24.09638554216866,A
2025-01-09,bellarmine_vs_jacksonville_20250109,Team A,Team B,B,Team B,-325.0,0.76861548,0.7647058823529411,0.003909597647058893,0.000-0.005,Heavy Favorite (<-300),100,True,30.76923076923077,B
2025-02-13,bellarmine_vs_queens (nc)_20250213,Team A,Team B,B,Team B,-334.0,0.77747022,0.7695852534562212,0.007884966543778793,0.005-0.010,Heavy Favorite (<-300),100,True,29.940119760479035,B
2025-02-15,bellarmine_vs_west georgia_20250215,Team A,Team B,B,Team B,128.0,0.46300220000000003,0.43859649122807015,0.02440570877192988,0.020-0.025,Slight Underdog (+110 to +150),100,True,128.00000000000003,B
2025-02-20,bellarmine_vs_eastern kentucky_20250220,Team A,Team B,B,Team B,-380.0,0.79782669,0.7916666666666666,0.00616002333333332,0.005-0.010,Heavy Favorite (<-300),100,False,-100.0,A
2024-11-19,belmont_vs_oral roberts_20241119,Team A,Team B,A,Team A,-455.0,0.8431519,0.8198198198198198,0.02333208018018018,0.020-0.025,Heavy Favorite (<-300),100,True,21.97802197802199,A
2024-12-07,belmont_vs_middle tennessee_20241207,Team A,Team B,B,Team B,135.0,0.44877285,0.425531914893617,0.023240935106382976,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-01-08,belmont_vs_southern illinois_20250108,Team A,Team B,A,Team A,-500.0,0.84533286,0.8333333333333334,0.011999526666666593,0.010-0.015,Heavy Favorite (<-300),100,True,19.999999999999996,A
2025-03-08,belmont_vs_drake_20250308,Team A,Team B,B,Team B,-343.0,0.77553138,0.7742663656884876,0.0012650143115123802,0.000-0.005,Heavy Favorite (<-300),100,True,29.154518950437325,B
2025-02-08,binghamton_vs_bryant_20250208,Team A,Team B,B,Team B,-382.0,0.79981375,0.7925311203319502,0.007282629668049823,0.005-0.010,Heavy Favorite (<-300),100,True,26.178010471204182,B
2025-02-20,binghamton_vs_new hampshire_20250220,Team A,Team B,A,Team A,-455.0,0.83835965,0.8198198198198198,0.01853983018018024,0.015-0.020,Heavy Favorite (<-300),100,True,21.97802197802199,A
2024-12-07,boise-state_vs_washington state_20241207,Team A,Team B,A,Team A,-400.0,0.8138953,0.8,0.013895299999999944,0.010-0.015,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-07,boise-state_vs_unlv_20250107,Team A,Team B,A,Team A,-360.0,0.8032732,0.782608695652174,0.020664504347826074,0.020-0.025,Heavy Favorite (<-300),100,True,27.777777777777768,A
2025-01-11,boston-college_vs_syracuse_20250111,Team A,Team B,B,Team B,104.0,0.4910514,0.49019607843137253,0.0008553215686274984,0.000-0.005,Pick'em Underdog (+100 to +110),100,True,104.0,B
2024-12-07,boston-university_vs_albany (ny)_20241207,Team A,Team B,B,Team B,101.0,0.53717837,0.4975124378109453,0.03966593218905473,0.035-0.040,Pick'em Underdog (+100 to +110),100,False,-100.0,A
2025-01-27,boston-university_vs_holy cross_20250127,Team A,Team B,B,Team B,140.0,0.44646850000000005,0.4166666666666667,0.02980183333333336,0.025-0.030,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-01,boston-university_vs_lafayette_20250301,Team A,Team B,B,Team B,130.0,0.45533520000000005,0.43478260869565216,0.02055259130434789,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-11-19,bowling-green-state_vs_niagara_20241119,Team A,Team B,A,Team A,-380.0,0.8179855,0.7916666666666666,0.026318833333333402,0.025-0.030,Heavy Favorite (<-300),100,True,26.315789473684205,A
2024-11-16,bradley_vs_northern illinois_20241116,Team A,Team B,A,Team A,-2200.0,0.96605945,0.9565217391304348,0.00953771086956523,0.005-0.010,Heavy Favorite (<-300),100,True,4.545454545454541,A
2024-12-14,bradley_vs_santa clara_20241214,Team A,Team B,A,Team A,132.0,0.44731236,0.43103448275862066,0.016277877241379357,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,B
2025-01-25,bradley_vs_illinois state_20250125,Team A,Team B,A,Team A,-450.0,0.8341881,0.8181818181818182,0.016006281818181756,0.015-0.020,Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-02-22,bradley_vs_murray state_20250222,Team A,Team B,A,Team A,-305.0,0.7548153,0.7530864197530864,0.0017288802469135334,0.000-0.005,Heavy Favorite (<-300),100,True,32.78688524590163,A
2024-12-14,brigham-young_vs_wyoming_20241214,Team A,Team B,A,Team A,-1650.0,0.94864136,0.9428571428571428,0.005784217142857151,0.005-0.010,Heavy Favorite (<-300),100,True,6.060606060606055,A
2024-12-31,brigham-young_vs_arizona state_20241231,Team A,Team B,A,Team A,-465.0,0.8288234,0.8230088495575221,0.005814550442477917,0.005-0.010,Heavy Favorite (<-300),100,True,21.505376344086024,A
2025-02-15,brigham-young_vs_kansas state_20250215,Team A,Team B,A,Team A,-330.0,0.7999399,0.7674418604651163,0.03249803953488373,0.030-0.035,Heavy Favorite (<-300),100,True,30.303030303030297,A
2024-11-15,brown_vs_new hampshire_20241115,Team A,Team B,A,Team A,-360.0,0.8098712,0.782608695652174,0.027262504347826066,0.025-0.030,Heavy Favorite (<-300),100,True,27.777777777777768,A
2024-11-16,brown_vs_holy cross_20241116,Team A,Team B,A,Team A,-345.0,0.7762751,0.7752808988764045,0.000994201123595495,0.000-0.005,Heavy Favorite (<-300),100,False,-100.0,B
2024-11-17,brown_vs_sacred heart_20241117,Team A,Team B,A,Team A,-420.0,0.8263936,0.8076923076923077,0.01870129230769224,0.015-0.020,Heavy Favorite (<-300),100,True,23.809523809523814,A
2024-11-27,brown_vs_stony brook_20241127,Team A,Team B,A,Team A,-450.0,0.8439553,0.8181818181818182,0.02577348181818173,0.025-0.030,Heavy Favorite (<-300),100,True,22.222222222222232,A
2025-03-08,brown_vs_yale_20250308,Team A,Team B,B,Team B,-350.0,0.7803491499999999,0.7777777777777778,0.002571372222222146,0.000-0.005,Heavy Favorite (<-300),100,True,28.57142857142856,B
2024-11-16,bucknell_vs_richmond_20241116,Team A,Team B,A,Team A,145.0,0.44009867,0.40816326530612246,0.03193540469387757,0.030-0.035,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2024-11-30,bucknell_vs_siena_20241130,Team A,Team B,B,Team B,142.0,0.42997854999999996,0.4132231404958678,0.01675540950413218,0.015-0.020,Slight Underdog (+110 to +150),100,True,142.0,B
2025-01-08,bucknell_vs_lafayette_20250108,Team A,Team B,B,Team B,145.0,0.43503210000000003,0.40816326530612246,0.026868834693877575,0.025-0.030,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-06,bucknell_vs_loyola (md)_20250306,Team A,Team B,A,Team A,-420.0,0.83573884,0.8076923076923077,0.028046532307692273,0.025-0.030,Heavy Favorite (<-300),100,True,23.809523809523814,A
2024-11-22,buffalo_vs_morgan state_20241122,Team A,Team B,B,Team B,134.0,0.44770944,0.42735042735042733,0.020359012649572683,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-01-10,buffalo_vs_kent state_20250110,Team A,Team B,B,Team B,-625.0,0.8933036599999999,0.8620689655172413,0.031234694482758618,0.030-0.035,Heavy Favorite (<-300),100,True,15.999999999999993,B
2025-03-04,buffalo_vs_miami (oh)_20250304,Team A,Team B,B,Team B,-400.0,0.80651407,0.8,0.006514069999999927,0.005-0.010,Heavy Favorite (<-300),100,True,25.0,B
2025-01-01,butler_vs_villanova_20250101,Team A,Team B,B,Team B,103.0,0.5013844700000001,0.49261083743842365,0.008773632561576428,0.005-0.010,Pick'em Underdog (+100 to +110),100,True,103.00000000000003,B
2025-02-15,butler_vs_georgetown_20250215,Team A,Team B,B,Team B,148.0,0.41949123,0.4032258064516129,0.016265423548387115,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-12-10,california_vs_cornell_20241210,Team A,Team B,A,Team A,-410.0,0.8257203,0.803921568627451,0.021798731372548952,0.020-0.025,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-11,california_vs_virginia tech_20250111,Team A,Team B,A,Team A,-310.0,0.7660866,0.7560975609756098,0.00998903902439019,0.005-0.010,Heavy Favorite (<-300),100,False,-100.0,B
2025-01-22,california_vs_florida state_20250122,Team A,Team B,A,Team A,145.0,0.41130635,0.40816326530612246,0.003143084693877529,0.000-0.005,Slight Underdog (+110 to +150),100,True,145.00000000000003,A
2025-02-05,california_vs_nc state_20250205,Team A,Team B,B,Team B,124.0,0.46005529999999994,0.44642857142857145,0.013626728571428492,0.010-0.015,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-03-01,california_vs_boston college_20250301,Team A,Team B,A,Team A,-410.0,0.8292762,0.803921568627451,0.025354631372549008,0.025-0.030,Heavy Favorite (<-300),100,True,24.390243902439025,A
2025-01-30,california-baptist_vs_abilene christian_20250130,Team A,Team B,A,Team A,-310.0,0.7644391,0.7560975609756098,0.008341539024390277,0.005-0.010,Heavy Favorite (<-300),100,True,32.258064516129025,A
2025-03-06,california-baptist_vs_tarleton state_20250306,Team A,Team B,A,Team A,-376.0,0.8259953,0.7899159663865546,0.0360793336134454,0.035-0.040,Heavy Favorite (<-300),100,True,26.595744680851062,A
2025-01-09,california-davis_vs_cal state fullerton_20250109,Team A,Team B,A,Team A,-400.0,0.8242706,0.8,0.02427059999999992,0.020-0.025,Heavy Favorite (<-300),100,True,25.0,A
2025-01-23,california-davis_vs_hawaii_20250123,Team A,Team B,B,Team B,122.0,0.4741383,0.45045045045045046,0.023687849549549556,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-02-13,california-davis_vs_uc riverside_20250213,Team A,Team B,B,Team B,109.0,0.49042403999999995,0.4784688995215311,0.01195514047846885,0.010-0.015,Pick'em Underdog (+100 to +110),100,False,-100.0,A
2024-11-16,california-irvine_vs_pepperdine_20241116,Team A,Team B,A,Team A,-1800.0,0.947548,0.9473684210526315,0.0001795789473684195,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-01-04,california-irvine_vs_uc riverside_20250104,Team A,Team B,A,Team A,-409.0,0.82037294,0.8035363457760314,0.01683659422396866,0.015-0.020,Heavy Favorite (<-300),100,True,24.44987775061125,A
2025-02-13,california-irvine_vs_uc santa barbara_20250213,Team A,Team B,A,Team A,-440.0,0.83540124,0.8148148148148148,0.020586425185185275,0.020-0.025,Heavy Favorite (<-300),100,True,22.72727272727273,A
2025-03-19,california-irvine_vs_northern colorado_20250319,Team A,Team B,A,Team A,-367.0,0.79460984,0.7858672376873662,0.008742602312633796,0.005-0.010,Heavy Favorite (<-300),100,True,27.247956403269757,A
2025-03-23,california-irvine_vs_jacksonville state_20250323,Team A,Team B,A,Team A,-325.0,0.76796895,0.7647058823529411,0.0032630676470588593,0.000-0.005,Heavy Favorite (<-300),100,True,30.76923076923077,A
2024-12-07,california-riverside_vs_cal state fullerton_20241207,Team A,Team B,A,Team A,-550.0,0.86630076,0.8461538461538461,0.020146913846153858,0.020-0.025,Heavy Favorite (<-300),100,True,18.181818181818187,A
2024-12-29,california-riverside_vs_st. thomas_20241229,Team A,Team B,B,Team B,105.0,0.49490076000000005,0.4878048780487805,0.007095881951219574,0.005-0.010,Pick'em Underdog (+100 to +110),100,False,-100.0,A
2025-02-08,california-riverside_vs_cal state bakersfield_20250208,Team A,Team B,A,Team A,-330.0,0.77665776,0.7674418604651163,0.009215899534883665,0.005-0.010,Heavy Favorite (<-300),100,True,30.303030303030297,A
2024-11-06,california-san-diego_vs_san diego state_20241106,Team A,Team B,B,Team B,-626.0,0.8778855,0.8622589531680441,0.015626546831955856,0.015-0.020,Heavy Favorite (<-300),100,True,15.974440894568698,B
2024-12-14,california-santa-barbara_vs_green bay_20241214,Team A,Team B,A,Team A,-1100.0,0.92327297,0.9166666666666666,0.006606303333333341,0.005-0.010,Heavy Favorite (<-300),100,True,9.090909090909083,A
2025-01-30,california-santa-barbara_vs_cal state northridge_20250130,Team A,Team B,B,Team B,148.0,0.43310493000000005,0.4032258064516129,0.029879123548387176,0.025-0.030,Slight Underdog (+110 to +150),100,True,148.0,B
2025-02-01,california-santa-barbara_vs_long beach state_20250201,Team A,Team B,A,Team A,-450.0,0.8465864,0.8181818181818182,0.02840458181818173,0.025-0.030,Heavy Favorite (<-300),100,True,22.222222222222232,A
2024-12-07,cal-poly_vs_cal state northridge_20241207,Team A,Team B,A,Team A,137.0,0.44369867,0.4219409282700422,0.021757741729957814,0.020-0.025,Slight Underdog (+110 to +150),100,False,-100.0,B
2024-12-17,cal-poly_vs_denver_20241217,Team A,Team B,A,Team A,-575.0,0.8534026,0.8518518518518519,0.001550748148148151,0.000-0.005,Heavy Favorite (<-300),100,True,17.391304347826075,A
2025-03-01,cal-poly_vs_cal state bakersfield_20250301,Team A,Team B,B,Team B,149.0,0.417312,0.40160642570281124,0.015705574297188774,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2025-01-25,cal-state-bakersfield_vs_uc riverside_20250125,Team A,Team B,B,Team B,103.0,0.51714516,0.49261083743842365,0.02453432256157634,0.020-0.025,Pick'em Underdog (+100 to +110),100,True,103.00000000000003,B
2025-02-15,cal-state-bakersfield_vs_cal state fullerton_20250215,Team A,Team B,A,Team A,-500.0,0.83446425,0.8333333333333334,0.0011309166666666481,0.000-0.005,Heavy Favorite (<-300),100,True,19.999999999999996,A
2024-11-18,cal-state-fullerton_vs_idaho state_20241118,Team A,Team B,B,Team B,125.0,0.44739700000000004,0.4444444444444444,0.002952555555555625,0.000-0.005,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-12-15,cal-state-fullerton_vs_denver_20241215,Team A,Team B,B,Team B,135.0,0.44547355,0.425531914893617,0.01994163510638297,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-11-24,cal-state-northridge_vs_utah tech_20241124,Team A,Team B,A,Team A,-400.0,0.83142775,0.8,0.03142774999999998,0.030-0.035,Heavy Favorite (<-300),100,True,25.0,A
2024-11-25,cal-state-northridge_vs_denver_20241125,Team A,Team B,A,Team A,-330.0,0.77525157,0.7674418604651163,0.007809709534883691,0.005-0.010,Heavy Favorite (<-300),100,True,30.303030303030297,A
2025-01-04,cal-state-northridge_vs_uc davis_20250104,Team A,Team B,A,Team A,-415.0,0.8353578,0.8058252427184466,0.029532557281553462,0.025-0.030,Heavy Favorite (<-300),100,True,24.09638554216866,A
2025-02-01,cal-state-northridge_vs_cal state bakersfield_20250201,Team A,Team B,A,Team A,-496.0,0.8553464,0.8322147651006712,0.02313163489932879,0.020-0.025,Heavy Favorite (<-300),100,True,20.161290322580648,A
2025-02-06,cal-state-northridge_vs_cal state fullerton_20250206,Team A,Team B,A,Team A,-1800.0,0.9501916,0.9473684210526315,0.0028231789473684987,0.000-0.005,Heavy Favorite (<-300),100,True,5.555555555555558,A
2025-02-15,cal-state-northridge_vs_cal poly_20250215,Team A,Team B,A,Team A,-550.0,0.8659445,0.8461538461538461,0.01979065384615386,0.015-0.020,Heavy Favorite (<-300),100,True,18.181818181818187,A
2025-01-18,campbell_vs_monmouth_20250118,Team A,Team B,B,Team B,131.0,0.45134399999999997,0.4329004329004329,0.01844356709956707,0.015-0.020,Slight Underdog (+110 to +150),100,False,-100.0,A
2024-11-23,canisius_vs_brown_20241123,Team A,Team B,B,Team B,-360.0,0.78661123,0.782608695652174,0.004002534347826048,0.000-0.005,Heavy Favorite (<-300),100,True,27.777777777777768,B
2024-12-01,central-connecticut-state_vs_umass lowell_20241201,Team A,Team B,A,Team A,150.0,0.40260002,0.4,0.0026000199999999807,0.000-0.005,Slight Underdog (+110 to +150),100,True,150.0,A
2025-02-27,central-connecticut-state_vs_le moyne_20250227,Team A,Team B,A,Team A,-900.0,0.90187913,0.9,0.0018791299999999511,0.000-0.005,Heavy Favorite (<-300),100,True,11.111111111111116,A
2024-12-01,central-florida_vs_california baptist_20241201,Team A,Team B,A,Team A,-525.0,0.84227115,0.84,0.0022711499999999996,0.000-0.005,Heavy Favorite (<-300),100,True,19.047619047619047,A
2025-03-11,central-florida_vs_utah_20250311,Team A,Team B,A,Team A,114.0,0.5021871,0.4672897196261682,0.03489738037383178,0.030-0.035,Slight Underdog (+110 to +150),100,True,113.99999999999997,A
2024-12-17,charlotte_vs_west georgia_20241217,Team A,Team B,A,Team A,-1000.0,0.91101533,0.9090909090909091,0.0019244209090909514,0.000-0.005,Heavy Favorite (<-300),100,True,10.000000000000009,A
