date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,odds_bucket,zone,flat_bet_amount,flat_profit,kelly_bet_amount,kelly_profit,bet_won,actual_winner,year
2021-01-12,bowling-green-state_vs_ball state_20210112,Team A,Team B,A,,-350.0,0.7846893,0.7777777777777778,0.006911522222222244,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,282.91350343162276,-282.91350343162276,False,B,2021
2021-01-16,bradley_vs_evansville_20210116,Team A,Team B,A,,-423.0,0.8425419,0.8087954110898662,0.033746488910133765,0.030-0.035,Heavy Favorite,heavy_favorite,100,23.64066193853427,1555.5209477068538,367.73544863046175,True,A,2021
2021-01-17,bradley_vs_evansville_20210117,Team A,Team B,A,,-425.0,0.83543503,0.8095238095238095,0.025911220476190433,0.025-0.030,Heavy Favorite,heavy_favorite,100,23.529411764705888,1248.9515269659871,293.8709475214088,True,A,2021
2021-02-06,bradley_vs_southern illinois_20210206,Team A,Team B,A,,-340.0,0.8146948,0.7727272727272727,0.041967527272727345,0.040-0.045,Heavy Favorite,heavy_favorite,100,29.41176470588236,1749.6352616025863,514.5986063537019,True,A,2021
2021-02-07,bradley_vs_southern illinois_20210207,Team A,Team B,A,,-345.0,0.7976141,0.7752808988764045,0.022333201123595492,0.020-0.025,Heavy Favorite,heavy_favorite,100,-100.0,992.7986014575841,-992.7986014575841,False,B,2021
2021-02-08,brigham-young_vs_gonzaga_20210208,Team A,Team B,B,,-635.0,0.89528029,0.8639455782312925,0.0313347117687075,0.030-0.035,Heavy Favorite,heavy_favorite,100,15.748031496062985,2072.065479154007,326.30952427622145,True,B,2021
2021-03-08,brigham-young_vs_pepperdine_20210308,Team A,Team B,A,,-375.0,0.8061507,0.7894736842105263,0.01667701578947367,0.015-0.020,Heavy Favorite,heavy_favorite,100,26.66666666666666,738.5416950963443,196.94445202569176,True,A,2021
2021-03-22,bryant_vs_coastal carolina_20210322,Team A,Team B,A,,145.0,0.4423999,0.40816326530612246,0.034236634693877555,0.030-0.035,Slight Underdog,slight_underdog,100,-100.0,550.7199353622674,-550.7199353622674,False,B,2021
2021-03-11,buffalo_vs_miami (oh)_20210311,Team A,Team B,A,,-390.0,0.83557457,0.7959183673469388,0.039656202653061245,0.035-0.040,Heavy Favorite,heavy_favorite,100,25.64102564102564,1742.8891929962347,446.8946648708294,True,A,2021
2021-03-19,buffalo_vs_colorado state_20210319,Team A,Team B,A,,115.0,0.47742525,0.46511627906976744,0.012308970930232588,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,216.69137453665527,-216.69137453665527,False,B,2021
2020-12-21,butler_vs_southern illinois_20201221,Team A,Team B,A,,-500.0,0.84000415,0.8333333333333334,0.006670816666666579,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,368.21252345082024,-368.21252345082024,False,B,2021
2021-02-17,butler_vs_marquette_20210217,Team A,Team B,B,,112.0,0.485069,0.4716981132075472,0.013370886792452796,0.010-0.015,Slight Underdog,slight_underdog,100,112.00000000000001,223.51481704953773,250.33659509548227,True,B,2021
2021-02-28,butler_vs_villanova_20210228,Team A,Team B,B,,-700.0,0.901841894,0.875,0.026841894000000033,0.025-0.030,Heavy Favorite,heavy_favorite,100,-100.0,1950.1624664743965,-1950.1624664743965,False,A,2021
2020-12-19,california_vs_cal state northridge_20201219,Team A,Team B,A,,-435.0,0.8369098,0.8130841121495327,0.023825687850467347,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.988505747126432,909.0400889733926,208.97473309733158,True,A,2021
2021-01-29,california-baptist_vs_dixie state_20210129,Team A,Team B,A,,-435.0,0.8191857,0.8130841121495327,0.006101587850467327,0.005-0.010,Heavy Favorite,heavy_favorite,100,22.988505747126432,239.62031546853268,55.08512999276612,True,A,2021
2021-02-14,california-baptist_vs_sacramento state_20210214,Team A,Team B,B,,148.0,0.40496030000000005,0.4032258064516129,0.0017344935483871726,0.000-0.005,Slight Underdog,slight_underdog,100,148.0,21.4949543312165,31.812532410200422,True,B,2021
2021-03-06,california-baptist_vs_seattle_20210306,Team A,Team B,B,,144.0,0.42019576000000003,0.4098360655737705,0.010359694426229527,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,130.38039204884635,-130.38039204884635,False,A,2021
2021-02-12,california-davis_vs_long beach state_20210212,Team A,Team B,A,,-345.0,0.79666585,0.7752808988764045,0.021384951123595508,0.020-0.025,Heavy Favorite,heavy_favorite,100,28.985507246376805,694.4084501434041,201.2778116357693,True,A,2021
2021-03-05,california-davis_vs_hawaii_20210305,Team A,Team B,B,,142.0,0.41611665,0.4132231404958678,0.0028935095041321968,0.000-0.005,Slight Underdog,slight_underdog,100,142.0,36.97564647241951,52.5054179908357,True,B,2021
2021-03-06,california-davis_vs_hawaii_20210306,Team A,Team B,B,,142.0,0.42364060000000003,0.4132231404958678,0.010417459504132254,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,134.05503889166528,-134.05503889166528,False,A,2021
2020-12-28,california-irvine_vs_uc santa barbara_20201228,Team A,Team B,A,,107.0,0.52224386,0.4830917874396135,0.0391520725603865,0.035-0.040,Pickem Underdog,pickem_underdog,100,107.00000000000003,561.766745908294,601.0904181218747,True,A,2021
2021-01-23,california-riverside_vs_cal state bakersfield_20210123,Team A,Team B,B,,135.0,0.43659115000000004,0.425531914893617,0.011059235106383014,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,154.35388871458497,-154.35388871458497,False,A,2021
2021-02-19,california-santa-barbara_vs_cal state bakersfield_20210219,Team A,Team B,A,,-335.0,0.7966549,0.7701149425287356,0.026539957471264475,0.025-0.030,Heavy Favorite,heavy_favorite,100,29.850746268656714,907.8322961911946,270.9947152809536,True,A,2021
2021-02-20,california-santa-barbara_vs_cal state bakersfield_20210220,Team A,Team B,A,,-345.0,0.80413043,0.7752808988764045,0.02884953112359545,0.025-0.030,Heavy Favorite,heavy_favorite,100,28.985507246376805,1044.3103950233779,302.6986652241674,True,A,2021
2021-03-11,california-santa-barbara_vs_long beach state_20210311,Team A,Team B,A,,-850.0,0.9261451,0.8947368421052632,0.03140825789473689,0.030-0.035,Heavy Favorite,heavy_favorite,100,11.764705882352944,2109.299513260169,248.15288391296113,True,A,2021
2020-12-12,cal-state-bakersfield_vs_idaho_20201212,Team A,Team B,A,,-887.0,0.9100316,0.8986828774062816,0.011348722593718441,0.010-0.015,Heavy Favorite,heavy_favorite,100,11.2739571589628,972.8625911321564,109.68011173981473,True,A,2021
2021-01-08,cal-state-bakersfield_vs_cal poly_20210108,Team A,Team B,A,,-988.0,0.9119788,0.9080882352941176,0.003890564705882338,0.000-0.005,Heavy Favorite,heavy_favorite,100,10.121457489878537,372.2878947508199,37.68096100716799,True,A,2021
2021-01-09,cal-state-bakersfield_vs_cal poly_20210109,Team A,Team B,A,,-793.0,0.9047227,0.8880179171332587,0.016704782866741263,0.015-0.020,Heavy Favorite,heavy_favorite,100,12.610340479192939,1317.608428681309,166.15490903925715,True,A,2021
2021-01-29,cal-state-bakersfield_vs_cal state fullerton_20210129,Team A,Team B,A,,-500.0,0.8421548,0.8333333333333334,0.00882146666666661,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,476.2992273685968,-476.2992273685968,False,B,2021
2021-01-30,cal-state-bakersfield_vs_cal state fullerton_20210130,Team A,Team B,A,,-450.0,0.8394882,0.8181818181818182,0.021306381818181785,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.222222222222232,998.7179471701163,221.9373215933593,True,A,2021
2021-02-26,cal-state-bakersfield_vs_cal state northridge_20210226,Team A,Team B,A,,-365.0,0.7984309,0.7849462365591398,0.0134846634408603,0.010-0.015,Heavy Favorite,heavy_favorite,100,27.397260273972602,548.3126878138575,150.22265419557738,True,A,2021
2021-02-27,cal-state-bakersfield_vs_cal state northridge_20210227,Team A,Team B,A,,-500.0,0.8506903,0.8333333333333334,0.01735696666666664,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,926.3129497678646,-926.3129497678646,False,B,2021
2021-01-23,cal-state-northridge_vs_uc santa barbara_20210123,Team A,Team B,B,,-750.0,0.90249057,0.8823529411764706,0.02013762882352943,0.020-0.025,Heavy Favorite,heavy_favorite,100,13.33333333333333,1363.9523120717658,181.8603082762354,True,B,2021
2021-02-05,cal-state-northridge_vs_uc davis_20210205,Team A,Team B,A,,105.0,0.48781845,0.4878048780487805,1.3571951219537581e-05,0.000-0.005,Pickem Underdog,pickem_underdog,100,104.99999999999999,0.21596288276346293,0.22676102690163605,True,A,2021
2021-01-19,campbell_vs_radford_20210119,Team A,Team B,A,,120.0,0.47874367,0.45454545454545453,0.02419821545454548,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,361.583930211379,-361.583930211379,False,B,2021
2021-01-20,campbell_vs_radford_20210120,Team A,Team B,A,,124.0,0.47640318,0.44642857142857145,0.02997460857142853,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,421.7518316391878,-421.7518316391878,False,B,2021
2021-03-01,campbell_vs_gardner-webb_20210301,Team A,Team B,B,,105.0,0.48956937,0.4878048780487805,0.0017644919512195267,0.000-0.005,Pickem Underdog,pickem_underdog,100,-100.0,25.37959577712346,-25.37959577712346,False,A,2021
2021-03-01,central-arkansas_vs_stephen f. austin_20210301,Team A,Team B,B,,-700.0,0.889757775,0.875,0.014757774999999973,0.010-0.015,Heavy Favorite,heavy_favorite,100,14.28571428571428,866.7874577458848,123.8267796779835,True,B,2021
2020-12-22,charleston-southern_vs_hampton_20201222,Team A,Team B,B,,144.0,0.43022096,0.4098360655737705,0.020384894426229483,0.020-0.025,Slight Underdog,slight_underdog,100,144.0,257.8702767313385,371.33319849312744,True,B,2021
2020-12-11,charlotte_vs_appalachian state_20201211,Team A,Team B,B,,135.0,0.42666930000000003,0.425531914893617,0.0011373851063830043,0.000-0.005,Slight Underdog,slight_underdog,100,135.0,15.516312140238268,20.947021389321662,True,B,2021
2020-12-19,charlotte_vs_north carolina a&t_20201219,Team A,Team B,A,,-942.0,0.90585613,0.9040307101727447,0.001825419827255259,0.000-0.005,Heavy Favorite,heavy_favorite,100,10.615711252653925,149.46400552609867,15.866667253301342,True,A,2021
2021-03-06,chattanooga_vs_east tennessee state_20210306,Team A,Team B,A,,142.0,0.43517897,0.4132231404958678,0.021955829504132218,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,294.6178456452866,-294.6178456452866,False,B,2021
2020-12-09,cincinnati_vs_furman_20201209,Team A,Team B,B,,144.0,0.4203359,0.4098360655737705,0.010499834426229482,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,134.84344616498842,-134.84344616498842,False,A,2021
2020-12-16,cincinnati_vs_south florida_20201216,Team A,Team B,A,,-420.0,0.85393757,0.8076923076923077,0.046245262307692325,0.045-0.050,Heavy Favorite,heavy_favorite,100,-100.0,1790.1704646338032,-1790.1704646338032,False,B,2021
2021-03-14,cincinnati_vs_houston_20210314,Team A,Team B,B,,-900.0,0.903637655,0.9,0.0036376550000000174,0.000-0.005,Heavy Favorite,heavy_favorite,100,11.111111111111116,205.6776822459683,22.8530758051076,True,B,2021
2021-02-03,citadel_vs_unc greensboro_20210203,Team A,Team B,B,,-600.0,0.88539141,0.8571428571428571,0.028248552857142895,0.025-0.030,Heavy Favorite,heavy_favorite,100,16.666666666666675,1122.5655670424824,187.09426117374716,True,B,2021
2021-02-06,citadel_vs_western carolina_20210206,Team A,Team B,A,,105.0,0.51692843,0.4878048780487805,0.029123551951219517,0.025-0.030,Pickem Underdog,pickem_underdog,100,104.99999999999999,333.4329150917958,350.10456084638554,True,A,2021
2021-03-05,citadel_vs_western carolina_20210305,Team A,Team B,A,,138.0,0.45016244,0.42016806722689076,0.029994372773109235,0.025-0.030,Slight Underdog,slight_underdog,100,138.0,321.45597367208285,443.6092436674743,True,A,2021
2021-03-06,citadel_vs_unc greensboro_20210306,Team A,Team B,B,,-625.0,0.8914393860000001,0.8620689655172413,0.02937042048275873,0.025-0.030,Heavy Favorite,heavy_favorite,100,15.999999999999993,1417.6800549193968,226.82880878710336,True,B,2021
2021-01-16,clemson_vs_virginia_20210116,Team A,Team B,A,,107.0,0.4934465,0.4830917874396135,0.010354712560386503,0.010-0.015,Pickem Underdog,pickem_underdog,100,-100.0,137.91277009295808,-137.91277009295808,False,B,2021
2021-02-27,clemson_vs_miami (fl)_20210227,Team A,Team B,A,,-900.0,0.91083974,0.9,0.010839739999999987,0.010-0.015,Heavy Favorite,heavy_favorite,100,11.111111111111116,731.3253368929282,81.25837076588095,True,A,2021
2021-03-06,clemson_vs_pittsburgh_20210306,Team A,Team B,A,,-425.0,0.82097447,0.8095238095238095,0.011450660476190477,0.010-0.015,Heavy Favorite,heavy_favorite,100,23.529411764705888,410.46965532587217,96.58109537079348,True,A,2021
2021-03-10,clemson_vs_miami (fl)_20210310,Team A,Team B,A,,-375.0,0.8061344,0.7894736842105263,0.0166607157894737,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,547.9974109011474,-547.9974109011474,False,B,2021
2021-03-19,clemson_vs_rutgers_20210319,Team A,Team B,A,,130.0,0.45556736,0.43478260869565216,0.020784751304347815,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,234.48492131134535,-234.48492131134535,False,B,2021
2021-01-09,cleveland-state_vs_northern kentucky_20210109,Team A,Team B,B,,130.0,0.43696140000000006,0.43478260869565216,0.0021787913043478935,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,23.676328623627604,-23.676328623627604,False,A,2021
2021-02-12,cleveland-state_vs_detroit mercy_20210212,Team A,Team B,B,,135.0,0.42609273999999997,0.425531914893617,0.000560825106382945,0.000-0.005,Slight Underdog,slight_underdog,100,135.0,5.973081447914888,8.063659954685098,True,B,2021
2021-03-06,coastal-carolina_vs_troy_20210306,Team A,Team B,A,,-425.0,0.83163726,0.8095238095238095,0.02211345047619051,0.020-0.025,Heavy Favorite,heavy_favorite,100,23.529411764705888,711.2539787613352,167.35387735560832,True,A,2021
2021-03-23,coastal-carolina_vs_stetson_20210323,Team A,Team B,A,,-315.0,0.7638989,0.7590361445783133,0.004862755421686793,0.000-0.005,Heavy Favorite,heavy_favorite,100,31.746031746031743,127.01169974458675,40.32117452209103,True,A,2021
2021-03-06,colgate_vs_boston university_20210306,Team A,Team B,A,,-728.0,0.9113141,0.8792270531400966,0.03208704685990338,0.030-0.035,Heavy Favorite,heavy_favorite,100,13.736263736263732,1583.5312591893137,217.51803010842215,True,A,2021
2021-02-07,college-of-charleston_vs_towson_20210207,Team A,Team B,B,,148.0,0.43463963000000005,0.4032258064516129,0.031413823548387176,0.030-0.035,Slight Underdog,slight_underdog,100,-100.0,344.87442902110814,-344.87442902110814,False,A,2021
2020-12-22,colorado_vs_grand canyon_20201222,Team A,Team B,A,,-650.0,0.86679834,0.8666666666666667,0.00013167333333330422,0.000-0.005,Heavy Favorite,heavy_favorite,100,15.384615384615374,6.129494368299555,0.9429991335845462,True,A,2021
2021-01-30,colorado_vs_utah_20210130,Team A,Team B,A,,-400.0,0.8373353,0.8,0.03733529999999996,0.035-0.040,Heavy Favorite,heavy_favorite,100,-100.0,1158.8338814003523,-1158.8338814003523,False,B,2021
2021-02-08,colorado_vs_oregon state_20210208,Team A,Team B,A,,-800.0,0.9047636,0.8888888888888888,0.01587471111111116,0.015-0.020,Heavy Favorite,heavy_favorite,100,12.5,721.345282246014,90.16816028075175,True,A,2021
2021-02-25,colorado_vs_southern california_20210225,Team A,Team B,B,,148.0,0.40791327,0.4032258064516129,0.004687463548387116,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,40.365502839259904,-40.365502839259904,False,A,2021
2021-03-13,colorado_vs_oregon state_20210313,Team A,Team B,A,,-400.0,0.84093815,0.8,0.040938150000000006,0.040-0.045,Heavy Favorite,heavy_favorite,100,-100.0,1043.6527177512303,-1043.6527177512303,False,B,2021
2021-03-11,colorado-state_vs_fresno state_20210311,Team A,Team B,A,,-400.0,0.82033485,0.8,0.020334849999999904,0.020-0.025,Heavy Favorite,heavy_favorite,100,25.0,412.2918996456079,103.07297491140197,True,A,2021
2020-12-30,connecticut_vs_depaul_20201230,Team A,Team B,A,,-400.0,0.8110225,0.8,0.011022499999999935,0.010-0.015,Heavy Favorite,heavy_favorite,100,25.0,229.1633231852654,57.29083079631635,True,A,2021
2021-03-06,connecticut_vs_georgetown_20210306,Team A,Team B,A,,-450.0,0.841841,0.8181818181818182,0.023659181818181718,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.222222222222232,548.5299267602242,121.89553928004986,True,A,2021
2021-03-11,connecticut_vs_depaul_20210311,Team A,Team B,A,,-850.0,0.90218073,0.8947368421052632,0.0074438878947368226,0.005-0.010,Heavy Favorite,heavy_favorite,100,11.764705882352944,306.71964570211406,36.084664200248724,True,A,2021
2021-01-24,coppin-state_vs_norfolk state_20210124,Team A,Team B,A,,140.0,0.4254573,0.4166666666666667,0.008790633333333298,0.005-0.010,Slight Underdog,slight_underdog,100,140.0,65.90521214442549,92.26729700219568,True,A,2021
